price,form,interface,speed,gig,sgig,brand,supplier,comment
315,M.2,NVME,"RPM: 225000",400,0.787,Synology,scorptec,"synology 400gb ssd_ snv3410 nas ssd_ m.2 2280 nvme pcie 3.0 x4_ read up to 3_000mb/s_ write up to 750mb/s_ random r/w up to 225k/45k iops_ 1.8m hours mtbf_ 491tbw"
629,M.2,NVME,?,4000,0.157,WD,scorptec,"western digital wd 4tb ssd_ wd black sn850x_ m.2 2280 nvme pcie 4.0_ read up to 7_300mb/s_ write up to 6_600mb/s_ random r/w up to 1_200k/1_100k iops_ 1.75mh mtbf_ 2_400tbw_ no heatsink"
165,M.2,NVME,?,1000,0.165,Crucial,scorptec,"crucial 1tb t500 m.2 2280 nvme pcie 4.0 ssd with heatsink_ read up to 7_300mb/s_ write up to 6_800mb/s_ 1.5m hours mtbf_ 600tbw"
189,M.2,NVME,"RPM: 600000",2000,0.095,WD,scorptec,"western digital wd 2tb ssd_ wd blue sn580_ pcie gen 4.0 nvme m.2 2280_ read up to 4_150mb/s_ write up to 4_150mb/s_ random r/w up to 600k/750k iops_ 900tbw"
89,"2.5""",SATA,SATA,1000,0.089,Team,scorptec,"team 1tb ssd_ t-force vulcan z qlc_ 2.5-inch sata iii_ read up to 550mb/s_ write up to 500mb/s_ 1m hours mtbf_ 300tbw"
299,M.2,NVME,?,1000,0.299,Samsung,scorptec,"samsung 1tb ssd_ 9100 pro_ 2280 m.2 nvme 2.0 pcie 5.0_ read up to 14_700mb/s_ write up to 13_300 mb/s_ random read and write 1_850/2_600 kiops_ 600tb tbw_ 1.5m hours mtbf_ v-nand tlc_ compatible with pc and ps5"
155,M.2,NVME,"RPM: 600000",1000,0.155,Micron,scorptec,"micron 1tb ssd_ 2400_ m.2 2230 nvme pcie gen4_ read up to 4_500mb/s_ write up to 3_600mb/s_ random read/write 600k/650k iops_ 2m mttf_ 300tbw"
319,M.2,NVME,PCIe5,1000,0.319,Crucial,scorptec,"crucial 1tb ssd_ t705_ m.2 2280 nvme pcie 5.0 with heatsink_ read up to 13_600mb/s_ write up to 10_200mb/s_ 600tbw_ compatible with intel core 13th-14th gen/amd ryzen 7000 series"
589,M.2,NVME,"RPM: 400000",800,0.736,Synology,scorptec,"synology 800gb ssd_ snv3410 nas ssd_ m.2 2280 nvme pcie 3.0 x4_ read up to 3_100mb/s_ write up to 1_000mb/s_ random r/w up to 400k/70k iops_ 1.8m hours mtbf_ 1_022tbw"
65,M.2,NVME,?,500,0.130,Crucial,scorptec,"crucial 500gb ssd_ p310_ m.2 2280 nvme pcie 4.0_ read up to 6600mb/s_ write up to 3500mb/s_ 110tbw_ gen3 backward compatible_ non-heatsink"
289,M.2,NVME,?,2000,0.144,Seagate,scorptec,"seagate 2tb ssd_ firecuda 530r with heatsink_ m.2 2280 nvme 1.4 pcie gen4_ read up to 7_400mb/s_ write up to 6_900mb/s_ random r/w up to 1_300_000/1_300_000 iops_ 1.8m hours mtbf_ 2400tbw"
63,M.2,NVME,"RPM: 220000",512,0.123,Team,scorptec,"team 512gb ssd_ mp33_ m.2 2280 nvme pcie 3.0_ read up to 1_700mb/s_ write up to 1_400mb/s_ random read/write 220k/200k iops_ 1.5m hours mtbf_ 600tbw"
428,M.2,NVME,?,2000,0.214,Crucial,scorptec,"crucial 2tb ssd_ t700_ m.2 2280 nvme pcie 5.0_ read up to 12_400mb/s_ write up to 11_800mb/s_ 1.5m hours mtbf_ 1200tbw_ with heatsink"
59,M.2,NVME,"RPM: 400000",500,0.118,Team,scorptec,"team 500gb ssd_ cardea z44l_ m.2 pcie gen4 nvme_ read up to 3_300mb/s_ write up to 2_400mb/s_ random read/write 400k/550k iops_ 3m hours mtbf_ 300tbw_ graphene heat spreader"
319,M.2,NVME,"RPM: 650000",2000,0.160,WD,scorptec,"western digital wd 2tb ssd_ wd black sn770_ m.2 2280 nvme pcie gen4_ read up to 5_150mb/s_ write up to 4_850mb/s_ random 4k r/w up to 650k/800k iops_ 1.75m hours mtbf_ 1_200tbw"
569,"2.5""",SATA,"RPM: 95000",1920,0.296,Micron,scorptec,"micron 1.92tb 5400 pro data centre ssd_ 7mm 2.5 inch sata 3_ read up to 540mb/s_ write up to 520mb/s_ random read/write 95k/33k iops_ 3m hours mttf_ 1.5 dwpd"
99,M.2,NVME,"RPM: 550000",1000,0.099,?,scorptec,"msi 1tb ssd_ spatium m460_ pcie 4.0 nvme m.2 2280_ read up to 5_000mb/s_ write up to 4_500mb/s_ random r/w up to 550k/950k iops_ 600tbw_ 1.5m hours mtbf"
75,"2.5""",SATA,"RPM: 95000",500,0.150,Crucial,scorptec,"crucial 500gb ssd_ mx500_ 2.5 inch sata iii_ read up to 560mb/s_ write up to 510mb/s_ random r/w up to 95k/95k iops_ 1.8m hours mtbf_ 180tbw"
1969,"2.5""",SATA,"RPM: 98000",3840,0.513,Synology,scorptec,"synology 3.84tb ssd_ sat5210 enterprise ssd_ 2.5"" sata_ read up to 530mb/s_ write up to 500mb/s_ random read/write 98k/60k iops_ 1.5m hours mtbf_ 8_533tbw_ power loss protection"
989,"2.5""",SATA,SATA,3840,0.258,Kingston,scorptec,"kingston enterprise dc600m 3.84tb 2.5inch internal ssd_ sata 6gb/s_ 560mbs/read_ 530mbs/write_ 3d tlc_ mixed use (4th generation data center)"
569,"2.5""",SATA,SATA,1920,0.296,Kingston,scorptec,"kingston enterprise dc600m 1.92tb 2.5inch internal ssd_ sata 6gb/s_ 560mbs/read_ 530mbs/write_ 3d tlc_ mixed use (4th generation data center)"
53,"2.5""",SATA,SATA,240,0.221,WD,scorptec,"western digital wd 240gb ssd_ wd green_ 7mm 2.5 inch sata iii_ read up to 545mb/s_ 1m hours mttf_ ultra-low power-draw"
149,M.2,SATA,"RPM: 90000",1000,0.149,WD,scorptec,"western digital wd 1tb ssd_ wd blue sa510_ m.2 2280 sata_ read up to 560mb/s_ write up to 520mb/s_ random r/w up to 90k/82k iops_ 1.75m hours mttf_ 400tbw"
119,"2.5""",SATA,"RPM: 95000",1000,0.119,SanDisk,scorptec,"sandisk 1tb ssd_ ultra 3d_ 2.5inch sata iii_ read up to 560mb/s_ write up to 520mb/s_ random r/w up to 95k/84k iops_ 400tbw_ shock resistant"
599,M.2,NVME,?,4000,0.150,Kingston,scorptec,"kingston 4tb ssd_ fury renegade with heatsink_ m.2 2280 nvme pcie 4.0_ read up to 7_300mb/s_ write up to 7_000mb/s_ random r/w up to 1_000k/1_000k iops_ 1.8m hours mtbf_ 4.0 pbw"
809,M.2,NVME,?,4000,0.202,Crucial,scorptec,"crucial 4tb ssd_ t700_ m.2 2280 nvme pcie 5.0_ read up to 12_400mb/s_ write up to 11_800mb/s_ 1.5m hours mttf_ 2400tbw_ with heatsink"
99,M.2,NVME,"RPM: 400000",512,0.193,Micron,scorptec,"micron 512gb ssd_ 2400_ m.2 2230 nvme pcie gen4_ read up to 4_200mb/s_ write up to 1_800mb/s_ random read/write 400k/400k iops_ 2m mttf_ 150tbw"
119,M.2,NVME,"RPM: 800000",1000,0.119,SanDisk,scorptec,"sandisk 1tb ssd_ extreme_ m.2 2280 nvme pcie 4.0_ read up to 5_150mb/s_ write up to 4_900mb/s_ random r/w up to 800k/740k iops_ 600tbw"
1049,?,NVME,"RPM: 1000000",3840,0.273,Micron,scorptec,"micron 7450 pro 3.84tb gen4 nvme u.3 (7mm) enterprise ssd_ r/w 6800/5300mb/s_ 1000k-180k iops_ 25700tbw 3.65pb_ 1dwpd_ mtbf 2m hrs_ 5yr wty"
199,"2.5""",SATA,SATA,480,0.415,Kingston,scorptec,"kingston enterprise dc600m 480gb 2.5inch internal ssd_ sata 6gb/s_ 560mbs/read_ 470mbs/write_ 3d tlc_ mixed use (4th generation data center)"
489,M.2,NVME,?,4000,0.122,Crucial,scorptec,"crucial 4tb ssd with heatsink_ t500_ m.2 2280 nvme pcie 4.0_ read up to 7_000mb.s_ write up to 6900 mb/s_ 2400tb tbw_ ps5 ready"
139,M.2,NVME,"RPM: 740000",1000,0.139,?,scorptec,"xpg 1tb ssd_ gammix s70 blade_ m.2 2280 nvme pcie gen4_ read up to 7_400mb/s_ write up to 5_500mb/s_ 4k random read/write up to 740k/740k iops_ 2m hours mtbf_ 740tbw"
1199,"2.5""",SATA,"RPM: 95000",3840,0.312,Micron,scorptec,"micron 3.84tb 5400 pro data centre ssd_ 7mm 2.5 inch sata 3_ read up to 540mb/s_ write up to 520mb/s_ random read/write 95k/33k iops_ 3m hours mttf_ 1.5 dwpd"
189,M.2,NVME,?,2000,0.095,Adata,scorptec,"adata 2tb ssd_ legend 850 lite_ m.2 2280 nvme pcie gen4_ read up to 5_000mb/s_ write up to 4_200mb/s_ 1.5m hours mtbf_ 450tbw"
269,M.2,NVME,?,1000,0.269,Crucial,scorptec,"crucial 1tb ssd_ t700_ m.2 2280 nvme pcie 5.0_ read up to 11_700mb/s_ write up to 9_500mb/s_ 1.5m hours mtbf_ 600tbw_ with heatsink"
509,M.2,NVME,"RPM: 650000",4000,0.127,Team,scorptec,"team 4tb ssd_ mp44_ m.2 2280 nvme pcie gen4_ read up to 7_400mb/s_ write up to 6_900mb/s_ random read/write 650k/660k iops_ 1.6m hours mtbf_ 3_000tbw"
1299,M.2,NVME,"RPM: 735000",3840,0.338,Micron,scorptec,"micron 3.84tb enterprise ssd_ 7450 pro_ m.2 22110 m.2 nvme pcie 4.0_ read up to 5000mb/s_ write up to 2500mb/s_ random read/write 735k/160k iops_ 2m hrs mttf_ 7300 tbw"
259,M.2,SATA,SATA,960,0.270,Micron,scorptec,"micron 960gb 5400 pro non-sed ssd_ m.2 2280 sata 3_ read up to 540 mb/s_ write up to 520 mb/s_ up to 1.5 dwpd_ advanced 176-layer nand architecture"
899,"2.5""",SATA,"RPM: 98000",1920,0.468,Synology,scorptec,"synology 1.92tb ssd_ sat5220 enterprise ssd_ 2.5"" sata_ read up to 530mb/s_ write up to 500mb/s_ random read/write 98k/60k iops_ 1.5m hours mtbf_ power loss protection"
1599,"2.5""",SATA,SATA,7680,0.208,Kingston,scorptec,"kingston enterprise dc600m 7.68tb 2.5inch internal ssd_ sata 6gb/s_ 560mbs/read_ 530mbs/write_ 3d tlc_ mixed use (4th generation data center)"
65,M.2,NVME,?,500,0.130,Adata,scorptec,"adata 500gb ssd_ legend 800_ m.2 2280 nvme pcie gen4_ read up to 3_500mb/s_ write up to 2_200mb/s_ 2m hours mtbf_ 300tbw"
179,M.2,NVME,?,2000,0.089,Adata,scorptec,"adata 2tb ssd_ legend 800_ m.2 2280 nvme pcie gen4_ read up to 3_500mb/s_ write up to 2_200mb/s_ 2m hours mtbf_ 1_200tbw"
309,M.2,NVME,?,1000,0.309,Gigabyte,scorptec,"gigabyte 1tb ssd_ aorus gen5 12000_ m.2 2280 nvme pcie gen5_ read up to 11_700mb/s_ write up to 9_500mb/s_ 1.6m hours mtbf_ 700tbw_ heatsink"
489,M.2,NVME,"RPM: 520000",960,0.509,Micron,scorptec,"micron 960gb ssd_ 7450 pro_ m.2 2280 nvme pcie 4.0 tcg-opal enterprise ssd_ read up to 5_000mb/s_ write up to 1_400mb/s_ random read/write 520k/82k iops_ 1700tbw"
519,M.2,NVME,?,2000,0.260,?,scorptec,"msi 2tb ssd_ spatium m570 pro frozr_ m.2 2280 nvme pcie 5.0_ read up to 12_400mb/s_ write up to 11800mb/s_ 1400tbw_ 1.6m hours mtbf_ 3d nand_ towered frozr heatsink"
99,M.2,NVME,"RPM: 760000",500,0.198,WD,scorptec,"western digital wd 500gb_ wd black sn7100_ m.2 2280 nvme pcie 4.0_ read up to 6_800mb/s_ write up to 5_800mb/s_ random read/write 760k/1_200k iops_ 300 tbw_ tlc 3d nand"
1199,M.2,NVME,"RPM: 550000",4000,0.300,WD,scorptec,"western digital wd 4tb ssd_ wd red sn700_ m.2 2280 nvme pcie gen3_ read up to 3_400mb/s_ write up to 3_100mb/s_ random r/w up to 550k/520k iops_ 1.75m hours mttf_ 5_100tbw"
239,M.2,NVME,"RPM: 650000",2000,0.119,?,scorptec,"xpg 2tb ssd_gammix s70 blade_ m.2 2280 nvme pcie gen4_ read up to 7_400mb/s_ write up to 6_800mb/s_ random 4k read/write up to 650k/740k iops_ 2m hours mtbf_ 1480tbw"
789,"2.5""",SATA,"RPM: 94000",1920,0.411,Micron,scorptec,"micron 1.92tb 5400 max data centre ssd_ 7mm 2.5 inch sata 3_ read up to 540mb/s_ write up to 520mb/s_ random read/write 94k/63k iops_ 3m hours mttf_ 5 dwpd"
1649,M.2,NVME,"RPM: 650000",8000,0.206,Team,scorptec,"team 8tb ssd_ mp44_ m.2 2280 nvme pcie gen4_ read up to 7_200mb/s_ write up to 6_000mb/s_ random read/write 650k/590k iops_ 1.6m hours mtbf_ 6_000tbw"
439,"2.5""",SATA,"RPM: 95000",4000,0.110,SanDisk,scorptec,"sandisk 4tb ssd_ ultra 3d_ 2.5inch sata iii_ read up to 560mb/s_ write up to 520mb/s_ random r/w up to 95k/84k iops_ 600tbw_ shock resistant"
529,M.2,NVME,"RPM: 1550000",2000,0.265,Crucial,scorptec,"crucial 2tb ssd_ t705 limited edition with white heatsink_ m.2 2280 nvme 2.0 pcie gen 5_ read up to 14_500mb/s_ write up to 12_700mb/s_ random r/w up to 1550k/1_800k iops_ 1.5m hours mtbf_ 1200tbw_ compatible with intel 13-14th gen/amd ryzen 7000"
299,"2.5""",SATA,SATA,960,0.311,Kingston,scorptec,"kingston enterprise dc600m 960gb 2.5inch internal ssd_ sata 6gb/s_ 560mbs/read_ 530mbs/write_ 3d tlc_ mixed use (4th generation data center)"
55,M.2,NVME,"RPM: 350000",480,0.115,Crucial,scorptec,"crucial 480gb ssd_ e100_ m.2 2280 pcie 4.0_ read up to 4700mb/s_ write up to 2500mb/s_ 100tbw_ 350k/460k iops_ 1.5m hrs mttf"
329,M.2,NVME,PCIe5,1000,0.329,Samsung,scorptec,"samsung 1tb ssd_ 9100 pro_ 2280 m.2 nvme 2.0 pcie 5.0 with heatsink_ read up to 14_700mb/s_ write up to 13_300 mb/s_ random read and write 1_850/2_600 kiops_ 600tb tbw_ 1.5m hours mtbf_ v-nanc tlc_ compatible with pc and ps5"
193,"2.5""",SATA,SATA,2000,0.097,WD,scorptec,"western digital wd 2tb ssd_ wd green_ 2.5 inch sata iii_ read up to 545mb/s_ 1m hours mttf_ slc_ wd ssd dashboard"
299,M.2,NVME,?,2000,0.149,Corsair,scorptec,"corsair 2tb ssd_ mp600 core_ m.2 2280 nvme pcie 4.0_ read up to 4_950mb/s_ write up to 3_700mb/s_ iops r/w up to 380/580k_ 1.8mh mtbf_ 450tbw_ aes-256_ aluminium heatsink"
55,M.2,NVME,"RPM: 360000",500,0.110,WD,scorptec,"western digital wd 500gb ssd_ wd blue sn570_ pcie gen3 nvme m.2 2280_ read up to 3_500mb/s_ write up to 2_300mb/s_ random r/w up to 360k/390k iops_ 1.5m hours mtbf_ 300tbw"
119,"2.5""",SATA,"RPM: 515000",1000,0.119,WD,scorptec,"western digital wd 1tb ssd_ wd green_ 2.5 inch sata 3_ read up to 545mb/s_ 515k hours mttf"
99,M.2,NVME,"RPM: 420000",1000,0.099,?,scorptec,"msi 1tb ssd_ spatium m450_ pcie 4.0 nvme m.2 2280_ read up to 3_600mb/s_ write up to 3_000mb/s_ random r/w up to 420k/550k iops_ 600tbw_ 1.5m hours mtbf"
329,M.2,NVME,?,2000,0.165,Corsair,scorptec,"corsair 2tb ssd_ mp600 pro lpx with heatsink_ m.2 2280 nvme pcie gen4_ read up to 7_100mb/s_ write up to 5_800mb/s_ 1.6m hours mtbf"
1099,"2.5""",SATA,"RPM: 98000",1920,0.572,Synology,scorptec,"synology 1.92tb ssd_ sat5210 enterprise ssd_ 2.5"" sata_ read up to 530mb/s_ write up to 500mb/s_ random read/write 98k/60k iops_ 1.5m hours mtbf_ 4_800tbw_ power loss protection"
105,M.2,NVME,"RPM: 220000",1000,0.105,Team,scorptec,"team 1tb ssd_ mp33_ m.2 2280 nvme pcie 3.0_ read up to 1_800mb/s_ write up to 1_500mb/s_ random read/write 220k/200k iops max_ 1.5m hours mtbf_ 600tbw_ slc caching"
209,M.2,NVME,"RPM: 800000",1000,0.209,WD,scorptec,"western digital wd 1tb ssd_ wd black sn850x_ m.2 2280 nvme pcie 4.0_ read up to 7_300mb/s_ write up to 6_300mb/s_ random r/w up to 800k/1_100k iops_ 1.75mh mtbf_ 600tbw_ heatsink included"
559,M.2,NVME,"RPM: 750000",4000,0.140,?,scorptec,"xpg 4tb ssd_ gammix s70 blade_ m.2 2280 nvme pcie gen4_ read up to 7_400mb/s_ write up to 6_600mb/s_ 4k random read/write up to 750k/750k iops_ 2m hours mtbf_ 2_960tbw"
65,"2.5""",SATA,SATA,480,0.135,WD,scorptec,"western digital wd 480gb ssd_ green_ 7mm 2.5 inch sata 3_ read up to 545mb/s"
189,"2.5""",SATA,SATA,2000,0.095,Team,scorptec,"team 2tb ssd_ cx2_ 7mm 2.5"" sata iii_ read up to 540mb/s_ write up to 490mb/s_ 1m hours mtbf_ endurance 1_600tbw"
179,M.2,NVME,"RPM: 220000",2000,0.089,Team,scorptec,"team 2tb ssd_ mp33_ m.2 2280 nvme pcie 3.0_ read up to 1_800mb/s_ write up to 1_400mb/s_ random read/write 220k/200k iops_ 1.5m hours mtbf_ 1_00tbw"
2199,"2.5""",SATA,"RPM: 95000",7680,0.286,Micron,scorptec,"micron 7.68tb 5400 pro data centre ssd_ 7mm 2.5 inch sata 3_ read up to 540mb/s_ write up to 520mb/s_ random read/write 95k/33k iops_ 3m hours mttf_ 1.5 dwpd"
1299,"2.5""",SATA,"RPM: 95000",3840,0.338,Micron,scorptec,"micron 3.84tb 5400 max data centre ssd_ 7mm 2.5 inch sata 3_ read up to 540mb/s_ write up to 520mb/s_ random read/write 95k/34k iops_ 3m hours mttf_ 3.84 dwpd"
389,M.2,NVME,"RPM: 225000",400,0.973,Synology,scorptec,"synology 400gb ssd_ snv3510 enterprise ssd_ m.2 22110 nvme pcie gen3_ read up to 3_000mb/s_ write up to 750mb/s_ random r/w up to 225k/45k iops_ 491tbw_ power loss protection"
93,M.2,NVME,?,1000,0.093,Adata,scorptec,"adata 1tb ssd_ legend 800_ m.2 2280 nvme pcie gen4_ read up to 3_500mb/s_ write up to 2_200mb/s_ 2m hours mtbf_ 600tbw"
95,M.2,NVME,"RPM: 425000",512,0.186,?,scorptec,"xpg 512gb ssd_ gammix s70 blade_ m.2 2280 nvme pcie 4.0_ read up to 7_400mb/s_ write up to 2_600mb/s_ 4k random read/write up to 425k/510k iops_ 2m hours mtbf_ 370tbw"
99,M.2,NVME,?,1000,0.099,Adata,scorptec,"adata 1tb ssd_ legend 850 lite_ m.2 2280 nvme pcie gen4_ read up to 5_000mb/s_ write up to 3_200mb/s_ 1.5m hours mtbf_ 250tbw"
129,M.2,NVME,"RPM: 650000",1000,0.129,Team,scorptec,"team 1tb ssd_ mp44_ m.2 2280 nvme pcie gen4_ read up to 7_400mb/s_ write up to 6_500mb/s_ random read/write 650k/650k iops_ 1.6m hours mtbf_ 1_450tbw"
549,M.2,NVME,"RPM: 1400000",2000,0.275,Team,scorptec,"team 2tb ssd_ cardea z540_ m.2 2280 nvme pcie gen5_ read up to 12_000 mb/s_ write up to 10_000 mb/s_ random read/write 1400k/1500k iops_ 1_400tbw"
189,M.2,NVME,"RPM: 850000",1000,0.189,Corsair,scorptec,"corsair 1tb ssd_ mp600 mini_ m.2 2230 nvme pcie gen4_ read up to 4_800mb/s_ write up to 4_800mb/s_ random read/write 850k/1.1m iops_ 1.5m hours mtbf_ 600tbw_ aes 256"
159,M.2,NVME,"RPM: 480000",1000,0.159,Team,scorptec,"team 1tb ssd_ mp44s_ m.2 2230 nvme pcie 4.0_ read up to 5_000mb/s_ write up to 3_500mb/s_ random read/write 480k/500k iops_ 1.5m hours mtbf_ 250tbw"
279,M.2,NVME,?,2000,0.140,Gigabyte,scorptec,"gigabyte 2tb ssd_ aorus gen4 7300_ m.2 2280 nvme pcie gen4_ read up to 7_300mb/s_ write up to 6_850mb/s_ 1.6m hours mtbf_ 1_400tbw_ heatsink"
78,M.2,NVME,"RPM: 440000",500,0.156,Team,scorptec,"team 500gb ssd_ mp44l_ m.2 2280 nvme pcie gen4_ read up to 5_000mb/s_ write up to 2_500mb/s_ random read/write 440k/545k iops_ 1.5m hours mtbf_ 300tbw"
299,M.2,NVME,"RPM: 800000",2000,0.149,SanDisk,scorptec,"sandisk 2tb ssd_ extreme_ m.2 2280 nvme pcie 4.0_ read up to 5_150mb/s_ write up to 4_850mb/s_ random r/w up to 800k/650k iops_ 1200tbw"
69,M.2,NVME,"PCIe3 x4",500,0.138,?,scorptec,"msi spatium m371 500gb pcie gen3x4 nvme m.2 ssd"
789,?,NVME,"RPM: 800000",1920,0.411,Micron,scorptec,"micron 7450pro 1.92tb nvme u.3 (15mm) enterprise ssd_ r/w 6800-2700mb/s_ 800k-120k iops_tbw 3.65pb_ dwpd 1_ mttf 2m hrs_ 5yr wty"
429,M.2,NVME,"RPM: 735000",960,0.447,Micron,scorptec,"micron 960gb enterprise ssd_ 7450 pro_ m.2 2280 m.2 nvme pcie 4.0_ read up to 5_000mb/s_ write up to 1_400mb/s_ random read/write 735k/160k iops_ 2m hrs mttf_ 1700 tbw"
1499,"2.5""",NVME,?,3200,0.468,Micron,scorptec,"micron 3.2tb non-sed enterprise ssd_ 7450 max_ u.3 2.5inch (15mm) nvme pcie 4.0_ read up to 6800 mb/s_ write up to 5300 mb/s_ 176-layer 3d nand technology"
93,"2.5""",SATA?,"RPM: 40000",960,0.097,Adata,scorptec,"adata 960gb ssd_ ultimate su630_ 2.5"" sataiii_ read up to 520mb/s_ write up to 450mb/s_ iops r/w up to 40k/65k_ 1.5m hours mtbf_ 200tbw"
290,M.2,NVME,?,240,1.208,Kingston,scorptec,"kingston 240gb data center ssd_ dc2000b_ m.2 2280 nvme pcie 4.0_ up to 4_500mb/s read_ up to 400mb/s write_ 260000/18000 iops_ 3d tlc_ 2m hours mtbf_ 175 tbw"
99,M.2,NVME,"RPM: 400000",1000,0.099,Adata,scorptec,"adata 1tb ssd_ legend 850 grey_ m.2 2280 nvme pcie gen4_ read up to 5_000mb/s_ write up to 4_600mb/s_ random read/write 400k/550k iops_ 2m hours mtbf_ 1000tbw"
165,"2.5""",SATA?,?,1000,0.165,Adata,scorptec,"adata 1tb ssd_ ultimate su800_ 2.5"" sataiii_ read up to 560mb/s_ write up to 520mb/s_ iops r/w up to 80/80k_ 2m hours mtbf_ 800tbw"
249,M.2,SATA,SATA,1000,0.249,WD,scorptec,"western digital wd 1tb ssd_ wd red sa500 nas ssd_ m.2 2280 sata_ read up to 560mb/s_ write up to 530mb/s_ iops r/w up to 95/85k_ 2m hours mtbf_ 600tbw"
259,?,NVME,"RPM: 760000",1000,0.259,WD,scorptec,"western digital wd 1tb ssd_ wd black an1500 nvme ssd_ pcie 3.0 add-in-card_ read up to 6_500mb/s_ write up to 4_100mb/s_ iops up to 760k/690k_ 1.75mh mtbf_ raid_ heatsink with rgb"
69,M.2,NVME,"RPM: 300000",500,0.138,?,scorptec,"msi 500gb ssd_ spatium m390_ pcie 3.0 nvme m.2 2280_ read up to 3_300mb/s_ write up to 2_300mb/s_ random r/w up to 300k/550k iops_ 200tbw_ 1.5m hours mtbf"
79,"2.5""",SATA,"RPM: 90000",500,0.158,WD,scorptec,"western digital wd 500gb ssd_ wd blue sa510_ 2.5 inch sata_ read up to 560mb/s_ write up to 510mb/s_ random r/w 90k/82k iops_ 1.75m hours mttf_ 200tbw"
629,"2.5""",SATA,"RPM: 98000",960,0.655,Synology,scorptec,"synology 960gb ssd_ sat5210 enterprise ssd_ 2.5"" sata_ read up to 530mb/s_ write up to 500mb/s_ random read/write 98k/67k iops_ 1.5m hours mtbf_ 1_097tbw_ power loss protection"
399,"2.5""",SATA,"RPM: 95000",960,0.416,Micron,scorptec,"micron 960gb 5400 pro data centre ssd_ 7mm 2.5 inch sata 3_ read up to 540mb/s_ write up to 520mb/s_ random read/write 95k/33k iops_ 3m hours mttf_ 1.5 dwpd"
469,M.2,NVME,"RPM: 600000",4000,0.117,?,scorptec,"msi 4tb ssd_ spatium m461_ pcie 4.0 nvme m.2_ read up to 5_000mb/s_ write up to 4_200mb/s_ iops r/w up to 600k/850k_ 1.5m hours mtbf_ 900tbw_ ldpc ecc"
3299,"2.5""",SATA,"RPM: 97000",7000,0.471,Synology,scorptec,"synology 7tb ssd_ sat5210 enterprise ssd_ 2.5"" sata_ read up to 530mb/s_ write up to 500mb/s_ random read/write 97k/50k iops_ 1.5m hours mtbf_ 11_460tbw_ power loss protection"
899,"2.5""",SATA,SATA,1920,0.468,?,scorptec,"lenovo thinksystem 2.5inch 5400 pro 1.92tb intensive sata 6gb hs ssd"
619,M.2,NVME,?,800,0.774,Synology,scorptec,"synology snv3510-800g 800gb m.2 22110 nvme 1.3_ pcie gen 3.0_ enterprise class ssd"
37,"2.5""",SATA?,"RPM: 30000",240,0.154,Adata,scorptec,"adata 240gb ssd_ ultimate su630_ 2.5"" sataiii_ read up to 520mb/s_ write up to 450mb/s_ iops r/w up to 30k/65k_ 1.5m hours mtbf_ 50tbw"
62,"2.5""",SATA?,"RPM: 40000",480,0.129,Adata,scorptec,"adata 480gb ssd_ ultimate su630_ 2.5"" sataiii_ read up to 520mb/s_ write up to 450mb/s_ iops r/w up to 40k/65k_ 1.5m hours mtbf_ 100tbw"
199,"2.5""",SATA?,"RPM: 40000",1920,0.104,Adata,scorptec,"adata 1.92tb ssd_ ultimate su630_ 2.5"" sataiii_ read up to 520mb/s_ write up to 450mb/s_ iops r/w up to 40k/65k_ 1.5m hours mtbf_ 400tbw"
59,"2.5""",SATA?,"RPM: 80000",256,0.230,Adata,scorptec,"adata 256gb ssd_ ultimate su800_ 2.5"" sataiii_ read up to 560mb/s_ write up to 520mb/s_ iops r/w up to 80k/85k_ 2m hours mtbf_ 200tbw"
94,"2.5""",SATA?,"RPM: 80000",512,0.184,Adata,scorptec,"adata 512gb ssd_ ultimate su800_ 2.5"" sataiii_ read up to 560mb/s_ write up to 520mb/s_ iops r/w up to 80k/85k_ 2m hours mtbf_ 400tbw"
380,M.2,NVME,?,480,0.792,Kingston,scorptec,"kingston 480gb data center ssd_ dc2000b_ m.2 2280 nvme pcie 4.0_ up to 7_000mb/s read_ up to 800mb/s write_ 530000/32000 iops_ 3d tlc_ 2m hours mtbf_ 350 tbw"
545,M.2,NVME,?,960,0.568,Kingston,scorptec,"kingston 960gb data center ssd_ dc2000b_ m.2 2280 nvme pcie 4.0_ up to 7_000mb/s read_ up to 1_300mb/s write_ 540000/47000 iops_ 3d tlc_ 2m hours mtbf_ 700 tbw"
259,M.2,NVME,?,1000,0.259,Seagate,scorptec,"seagate 1tb ssd_ firecuda 530r with heatsink_ m.2 2280 nvme 1.4 pcie gen4_ read up to 7_400mb/s_ write up to 7_000mb/s_ random r/w up to 1_300_000/1_300_000 iops_ 1.8m hours mtbf_ 1100tbw"
1699,"2.5""",SATA?,?,1920,0.885,Seagate,scorptec,"seagate 1.92tb ssd_ nytro 3350_ 2.5inch dual port 12gbps sas_ read up to 2200mb/s_ write up to 1500mb/s_ random r/w 250_000/70_000 iops_ 2.5m mtbf_ 3500 tbw_ 3d etlc"
489,M.2,NVME,PCIe5,2000,0.244,Samsung,scorptec,"samsung 2tb ssd_ 9100 pro_ 2280 m.2 nvme 2.0 pcie 5.0 with heatsink_ read up to 14_700mb/s_ write up to 13_400 mb/s_ random read and write 1_850/2_600 kiops_ 1_200tb tbw_ 1.5m hours mtbf_ v-nanc tlc_ compatible with pc and ps5"
